director_name,duration,actor_1_name,actor_2_name,actor_3_name,budget,imdb_score,movie_title,genres,gross
Jake Goldberger,87,Pruitt Taylor Vince,M. Emmet Walsh,Robert Wahlberg,,5.9,Don McKay,Drama|Mystery|Thriller,
Stefan Ruzowitzky,95,Charlie Hunnam,Olivia Wilde,Sissy Spacek,12000000,6.3,Deadfall,Crime|Drama|Thriller,65804
Vic Sarin,101,Connie Nielsen,Aidan Quinn,John Bell,6000000,7.2,A Shine of Rainbows,Drama|Family,
William Kaufman,90,Drew Waters,Sean Cook,Cole Hauser,6000000,5.4,The Hit List,Action|Thriller,
,240,Romola Garai,Blake Ritson,Rupert Evans,,8.2,Emma,Comedy|Drama|Romance,
David Cronenberg,89,Debbie Harry,Leslie Carlson,Reiner Schwarz,5952000,7.3,Videodrome,Horror|Mystery|Sci-Fi|Thriller,
Cédric Klapisch,111,Romain Duris,Cécile De France,Iddo Goldberg,5300000,7.3,L'auberge espagnole,Comedy|Drama,3895664
Kate Barker-Froyland,86,Anne Hathaway,Shawn Parsons,Li Jun Li,6000000,5.8,Song One,Drama|Music,20200
Barbet Schroeder,115,Ryan Gosling,Chris Penn,Agnes Bruckner,50000000,6.1,Murder by Numbers,Crime|Mystery|Thriller,31874869
Martin Koolhoven,103,Yorick van Wageningen,Tygo Gernandt,Martijn Lakemeier,4000000,7.1,Winter in Wartime,Drama|History|War,542860
Charles Matthau,90,Billy Burke,Michael Jai White,Bill Duke,6000000,6.5,Freaky Deaky,Comedy|Crime|Thriller,
John Frankenheimer,133,Jeanne Moreau,Paul Scofield,Michel Simon,6700000,7.9,The Train,Thriller|War,
Christopher M. Bessette,88,Mira Sorvino,John Billingsley,Trieu Tran,,5.4,Trade of Innocents,Drama|Thriller,15059
Prachya Pinkaew,111,Jon Foo,Nathan Jones,Johnny Nguyen,200000000,7.1,The Protector,Action|Crime|Drama|Thriller,11905519
Gary Sinyor,94,Sean Pertwee,Frank Finlay,Samuel West,,6.4,Stiff Upper Lips,Comedy,69582
,25,Simon Bird,Belinda Stewart-Wilson,James Buckley,,8.4,The Inbetweeners,Comedy|Romance,
Gurinder Chadha,112,Archie Panjabi,Parminder Nagra,Anupam Kher,3500159,6.7,Bend It Like Beckham,Comedy|Drama|Romance|Sport,32541719
John Sayles,141,Miguel Ferrer,Edie Falco,Timothy Hutton,5600000,6.9,Sunshine State,Drama|Romance,3064356
Preston A. Whitmore II,95,Wesley Jonathan,Wayne Brady,Eva Marcille,5600000,2.1,Crossover,Action|Sport,7009668
Ashish R. Mohan,141,Asin,Mithun Chakraborty,Johnny Lever,,4.3,Khiladi 786,Action|Comedy,352684
Jaume Balagueró,85,Jonathan D. Mellor,Pablo Rosso,Andrea Ros,5600000,6.6,[Rec] 2,Horror,27024
Stewart Raffill,105,Kayla Jackson,Alexis Biesiada,Kayla Raparelli,,3.4,Standing Ovation,Musical,531806
George Roy Hill,129,Eileen Brennan,Robert Shaw,Ray Walston,5500000,8.3,The Sting,Comedy|Crime|Drama,159600000
Hugh Hudson,125,Alice Krige,Ben Cross,John Gielgud,5500000,7.2,Chariots of Fire,Biography|Drama|Sport,58800000
Darren Grant,116,Cicely Tyson,Kimberly Elise,Tamara Taylor,5500000,5.6,Diary of a Mad Black Woman,Comedy|Drama|Romance,50382128
Scott Hicks,105,Noah Taylor,Armin Mueller-Stahl,Nicholas Bell,5500000,7.7,Shine,Biography|Drama|Music|Romance,35811509
Joseph Gordon-Levitt,90,Joseph Gordon-Levitt,Scarlett Johansson,Tony Danza,3000000,6.6,Don Jon,Comedy|Drama|Romance,24475193
Clint Eastwood,105,Clint Eastwood,Richard Bull,John Hillerman,5500000,7.6,High Plains Drifter,Mystery|Western,
Terry Zwigoff,111,Scarlett Johansson,Steve Buscemi,T.J. Thyne,7000000,7.4,Ghost World,Comedy|Drama,6200756
Richard Eyre,91,Kate Winslet,Jim Broadbent,Kris Marshall,5500000,7.1,Iris,Biography|Drama|Romance,1292119
William Sachs,95,Stephen Macht,Avery Schreiber,Angelo Rossitto,,3.4,Galaxina,Comedy|Sci-Fi,
Christophe Barratier,97,Jean-Baptiste Maunier,François Berléand,Gérard Jugnot,5500000,7.9,The Chorus,Drama|Music,3629758
Émile Gaudreault,92,Paul Sorvino,Luke Kirby,Claudia Ferri,5000000,6.7,Mambo Italiano,Comedy|Drama,6239558
James Cox,104,Alexis Dziena,Louis Lombardi,Franky G,5000000,6.6,Wonderland,Crime|Drama|Mystery|Thriller,1056102
Spike Lee,120,Ruby Dee,John Savage,Danny Aiello,6500000,7.9,Do the Right Thing,Drama,27545445
James Toback,99,Sarah Michelle Gellar,Eric Stoltz,Joey Lauren Adams,5500000,4.9,Harvard Man,Comedy|Crime|Drama|Romance|Thriller,56007
Aki Kaurismäki,93,Jean-Pierre Léaud,Kati Outinen,Jean-Pierre Darroussin,3850000,7.2,Le Havre,Comedy|Drama,611709
Gaspar Noé,99,Philippe Nahon,Albert Dupontel,Jo Prestia,,7.4,Irreversible,Crime|Drama|Mystery|Thriller,753501
Hitoshi Matsumoto,99,Lindsay Kay Hayward,Hitoshi Matsumoto,Shinobu Terajima,5500000,6.1,R100,Comedy|Drama,22770
Rakeysh Omprakash Mehra,157,Anupam Kher,Steven Mackintosh,Madhavan,,8.4,Rang De Basanti,Comedy|Drama|History|Romance,2197331
Collin Schiffli,90,Kim Shaw,John Heard,David Dastmalchian,,6.2,Animals,Drama,
George Ratliff,96,Jim Gaffigan,Cree Kelly,Mike Eshaq,9000000,5.3,Salvation Boulevard,Action|Comedy|Drama|Thriller,27445
David Wain,96,Jon Hamm,Ken Marino,Ron Silver,5250000,5,The Ten,Comedy|Romance,766487
Shane Meadows,90,Bob Hoskins,Paddy Considine,Shane Meadows,,7.7,A Room for Romeo Brass,Comedy|Drama,18434
Morten Tyldum,100,Aksel Hennie,Synnøve Macody Lund,Julie R. Ølgaard,30300000,7.6,Headhunters,Crime|Drama|Thriller,1196752
Jon Wright,94,Russell Tovey,Richard Coyle,Bronagh Gallagher,4000000,6.3,Grabbers,Comedy|Horror|Sci-Fi|Thriller,
Michael McGowan,98,Campbell Scott,Adam Butcher,Gordon Pinsent,6000000,7.6,Saint Ralph,Comedy|Drama|Sport,795126
Liv Ullmann,129,Samantha Morton,Jessica Chastain,Colin Farrell,5500000,5.6,Miss Julie,Drama|Romance,
Jeannot Szwarc,103,Teresa Wright,Bill Erwin,George Voskovec,5100000,7.3,Somewhere in Time,Drama|Fantasy|Romance,
Rohan Sippy,128,Abhishek Bachchan,Bipasha Basu,Prateik,,6.2,Dum Maaro Dum,Action|Crime|Drama|Thriller,563699
James Wan,106,Lin Shaye,Barbara Hershey,Leigh Whannell,5000000,6.6,Insidious: Chapter 2,Fantasy|Horror|Thriller,83574831
Darren Lynn Bousman,95,Emmanuelle Vaugier,Tony Nappo,Shawnee Smith,4000000,6.6,Saw II,Horror|Mystery,87025093
Dan Trachtenberg,104,Bradley Cooper,John Gallagher Jr.,Sumalee Montano,15000000,7.3,10 Cloverfield Lane,Drama|Horror|Mystery|Sci-Fi|Thriller,71897215
Jeff Tremaine,87,Bam Margera,Steve-O,Chris Pontius,5000000,6.6,Jackass: The Movie,Comedy|Documentary,64267897
David F. Sandberg,81,Billy Burke,Amiah Miller,Gabriel Bateman,4900000,6.9,Lights Out,Horror,56536016
Henry Joost,94,Johanna Braddy,Sprague Grayden,Christopher Nicholas Smith,5000000,5.8,Paranormal Activity 3,Horror,104007828
Stiles White,89,Lin Shaye,Shelley Hennig,Daren Kagasoff,5000000,4.4,Ouija,Fantasy|Horror,50820940
Chuck Russell,88,John Saxon,Heather Langenkamp,Jennifer Rubin,4500000,6.6,A Nightmare on Elm Street 3: Dream Warriors,Action|Fantasy|Horror|Thriller,44793200
Joel Edgerton,108,Busy Philipps,Allison Tolman,Wendell Pierce,5000000,7.1,The Gift,Mystery|Thriller,43771291
Eugenio Derbez,115,Eugenio Derbez,Jessica Lindsey,Hugo Stiglitz,5000000,7.6,Instructions Not Included,Comedy|Drama,44456509
Henry Joost,96,Matt Shively,Brendon Eggertsen,Alisha Boe,5000000,4.6,Paranormal Activity 4,Horror,53884821
Henry Koster,135,Richard Burton,Jean Simmons,Victor Mature,5000000,6.8,The Robe,Drama|History,36000000
Blake Edwards,113,Burt Kwouk,Herbert Lom,Catherine Schell,5000000,7.1,The Return of the Pink Panther,Comedy|Crime|Mystery,
Rachel Talalay,93,Johnny Depp,Tom Arnold,Yaphet Kotto,8500000,4.9,Freddy's Dead: The Final Nightmare,Comedy|Fantasy|Horror|Thriller,34872293
Patty Jenkins,109,Charlize Theron,Bruce Dern,Pruitt Taylor Vince,4500000,7.3,Monster,Biography|Crime|Drama|Thriller,34468224
Richard Fleischer,127,James Mason,Robert J. Wilke,Paul Lukas,5000000,7.2,"20,000 Leagues Under the Sea",Adventure|Drama|Family|Fantasy|Sci-Fi,
Christopher Landon,101,Richard Cabral,Gloria Sandoval,Molly Ephraim,5000000,5,Paranormal Activity: The Marked Ones,Fantasy|Horror|Thriller,32453345
David Lynch,124,Anthony Hopkins,Anne Bancroft,Dexter Fletcher,5000000,8.2,The Elephant Man,Biography|Drama,
Jean-Marc Vallée,117,Matthew McConaughey,Jennifer Garner,Denis O'Hare,5000000,8,Dallas Buyers Club,Biography|Drama,27296514
David Gelb,83,Olivia Wilde,Mark Duplass,Donald Glover,3300000,5.2,The Lazarus Effect,Horror|Sci-Fi|Thriller,25799043
Christopher Nolan,113,Callum Rennie,Thomas Lennon,Jorja Fox,9000000,8.5,Memento,Mystery|Thriller,25530884
Mike Flanagan,104,James Lafferty,Rory Cochrane,Garrett Ryan,5000000,6.5,Oculus,Horror|Mystery,27689474
Kevin Smith,97,Ethan Suplee,Jason Mewes,Brian O'Halloran,5000000,7.4,Clerks II,Comedy,24138847
Stephen Daldry,110,Julie Walters,Gary Lewis,Jamie Draven,5000000,7.7,Billy Elliot,Drama|Music,21994911
Nat Faxon,103,Steve Carell,Liam James,Jim Rash,5000000,7.4,The Way Way Back,Comedy|Drama,21501098
George Jackson,94,William Schallert,Tisha Campbell-Martin,Helen Martin,5000000,5.1,House Party 2,Comedy|Drama|Music|Romance,19281235
George Miller,102,Tony Bonner,Jack Thompson,Tom Burlinson,3500000,7.3,The Man from Snowy River,Adventure|Drama|Family|Romance|Western,
Maurice Joyce,77,Frank Welker,Constance Shulman,Alice Playten,5000000,5,Doug's 1st Movie,Animation|Comedy|Family,19421271
Robert Duvall,134,John Beasley,Todd Allen,June Carter Cash,5000000,7.2,The Apostle,Drama,20733485
Frank Perry,129,Faye Dunaway,Xander Berkeley,Diana Scarwid,5000000,6.7,Mommie Dearest,Biography|Drama,
Jesse Peretz,90,Zooey Deschanel,Adam Scott,Steve Coogan,5000000,6.4,Our Idiot Brother,Comedy|Drama,24809547
Stephen Hopkins,134,William Hurt,Tony Curran,David Kross,,7.1,Race,Biography|Drama|Sport,19097994
Ice Cube,104,Bernie Mac,Monica Calhoun,Chrystale Wilson,4500000,5.6,The Players Club,Comedy|Drama,23031390
Tim Blake Nelson,95,Mekhi Phifer,Andrew Keegan,John Heard,5000000,6.2,O,Drama|Romance|Thriller,16017403
John Erick Dowdle,93,Ben Feldman,Edwin Hodge,Perdita Weeks,5000000,6.1,"As Above, So Below",Horror|Mystery|Thriller,21197315
Bille Woodruff,106,Boris Kodjoe,Cameron Mills,Sharon Leal,5000000,5.2,Addicted,Drama|Thriller,17382982
Kasi Lemmons,109,Jurnee Smollett-Bell,Lynn Whitfield,Diahann Carroll,6000000,7.3,Eve's Bayou,Drama,14821531
Richard Glatzer,101,Kristen Stewart,Hunter Parrish,Seth Gilliam,5000000,7.5,Still Alice,Drama,18656400
Michael Curtiz,139,Gene Tierney,Peter Ustinov,Jean Simmons,5000000,6.6,The Egyptian,Drama|History,
Bruce Malmuth,99,Sylvester Stallone,Lindsay Wagner,Persis Khambatta,5000000,6.4,Nighthawks,Action|Crime|Thriller,
Rob Hedden,100,Kane Hodder,Peter Mark Richman,Scott Reeves,5000000,4.5,Friday the 13th Part VIII: Jason Takes Manhattan,Adventure|Horror,14343976
Joel Zwick,95,Nia Vardalos,Louis Mandylor,Lainie Kazan,5000000,6.6,My Big Fat Greek Wedding,Comedy|Family|Romance,241437427
Harmony Korine,94,James Franco,Heather Morris,Rachel Korine,5000000,5.3,Spring Breakers,Crime|Drama,14123773
Joe Chappelle,93,Donald Pleasence,Kim Darby,Mitchell Ryan,5000000,4.9,Halloween: The Curse of Michael Myers,Horror|Thriller,15126948
Alfonso Cuarón,106,Maribel Verdú,Daniel Giménez Cacho,María Aura,2000000,7.7,Y Tu Mamá También,Adventure|Comedy|Drama|Romance,13622333
Edgar Wright,99,Peter Serafinowicz,Dylan Moran,Rafe Spall,4000000,8,Shaun of the Dead,Comedy|Horror,13464388
Mickey Liddell,82,Jessica Lowndes,Randy Wayne,Haley Bennett,5000000,3.8,The Haunting of Molly Hartley,Drama|Horror|Thriller,13350177
John Sayles,135,Matthew McConaughey,Clifton James,Miriam Colon,5000000,7.6,Lone Star,Drama|Mystery,13269963
Dwight H. Little,88,Donald Pleasence,Kathleen Kinmont,Ellie Cornell,5000000,5.9,Halloween 4: The Return of Michael Myers,Horror|Thriller,17768000
Fred Walton,89,Thomas F. Wilson,Deborah Foreman,Clayton Rohner,5000000,6.2,April Fool's Day,Horror|Mystery,12947763
Barry Levinson,110,Steve Guttenberg,Daniel Stern,Ellen Barkin,5000000,7.2,Diner,Comedy|Drama,14100000
Steve Carver,107,David Carradine,William Sanderson,Robert Beltran,5000000,6.3,Lone Wolf McQuade,Action|Crime|Drama|Thriller|Western,12200000
Gonzalo López-Gallego,86,Warren Christie,Ryan Robbins,Andrew Airlie,5000000,5.2,Apollo 18,Horror|Mystery|Sci-Fi|Thriller,17683670
Christine Jeffs,91,Clifton Collins Jr.,Mary Lynn Rajskub,Paul Dooley,8000000,6.9,Sunshine Cleaning,Comedy|Drama,12055108
John Erick Dowdle,103,Sterling Jerins,Claire Geare,Sahajak Boonthanakit,5000000,6.8,No Escape,Action|Thriller,27285953
Don Coscarelli,90,Vanna Bonta,John Amos,Rip Torn,8000000,6.2,The Beastmaster,Action|Adventure|Fantasy,
King Vidor,141,Gina Lollobrigida,George Sanders,Finlay Currie,5000000,6.2,Solomon and Sheba,Drama|History|Romance|War,
Michael Tiddes,92,Fred Willard,Mike Epps,Russell Peters,5000000,3.5,Fifty Shades of Black,Comedy,11675178
Bill Duke,99,Eddie Cibrian,Jenifer Lewis,Wood Harris,8000000,6.1,Not Easily Broken,Drama|Romance,10572742
Frank Borzage,79,Gary Cooper,Helen Hayes,Adolphe Menjou,800000,6.6,A Farewell to Arms,Drama|Romance|War,
Bille Woodruff,96,Donald Faison,Brandy Norwood,Lauren London,5000000,4.5,The Perfect Match,Comedy|Romance,9658370
Mamoru Hosoda,82,Lara Jill Miller,Colleen O'Shaughnessey,Mona Marshall,5000000,5.9,Digimon: The Movie,Action|Adventure|Animation|Family|Sci-Fi,9628751
Brian Dannelly,92,Macaulay Culkin,Patrick Fugit,Eva Amurri Martino,5000000,6.9,Saved!,Comedy|Drama,8786715
Denys Arcand,112,Marie-Josée Croze,Stéphane Rousseau,Marina Hands,6000000,7.7,The Barbarian Invasions,Comedy|Crime|Drama|Mystery|Romance,3432342
Richard Lester,106,Robert Shaw,Denholm Elliott,Nicol Williamson,5000000,6.6,Robin and Marian,Adventure|Drama|Romance,
J.S. Cardone,90,Brendan Fehr,Kerr Smith,Izabella Miko,5000000,5.3,The Forsaken,Horror|Thriller,6755271
Guy Hamilton,126,Harrison Ford,Carl Weathers,Franco Nero,5000000,6.3,Force 10 from Navarone,Action|Drama|War,
Jay Levey,150,Fran Drescher,Gedde Watanabe,Michael Richards,5000000,7,UHF,Comedy|Drama,6157157
Nicholaus Goossen,90,Linda Cardellini,Joel David Moore,Shirley Jones,,7,Grandma's Boy,Comedy,6088249
Tamara Jenkins,91,Natasha Lyonne,Kevin Corrigan,Jessica Walter,5000000,6.6,Slums of Beverly Hills,Comedy|Drama,5480318
Sergio Leone,145,Claudia Cardinale,Woody Strode,Jack Elam,5000000,8.6,Once Upon a Time in the West,Western,
Jon Favreau,95,Jon Favreau,Faizon Love,Jonathan Silverman,5000000,6.4,Made,Comedy|Crime|Drama|Thriller,5308707
Duncan Jones,97,Kevin Spacey,Matt Berry,Benedict Wong,5000000,7.9,Moon,Drama|Mystery|Sci-Fi,5009677
Scott Marshall,90,Miranda Cosgrove,Jami Gertz,Carter Jenkins,,5.4,Keeping Up with the Steins,Comedy,4328294
Ronan Chapalain,41,Norbert Ferrer,Guillaume Denaiffe,Chloe Hollings,5000000,6.9,Sea Rex 3D: Journey to a Prehistoric World,Documentary,4074023
Atom Egoyan,112,Bruce Greenwood,Sarah Polley,Simon Baker,5000000,7.7,The Sweet Hereafter,Drama,4306697
Xavier Beauvois,122,Lambert Wilson,Michael Lonsdale,Olivier Rabourdin,4000000,7.2,Of Gods and Men,Drama,3950029
Randall Miller,110,Alan Rickman,Freddy Rodríguez,Greg Collins,5000000,6.8,Bottle Shock,Comedy|Drama,4040588
Jerry Belson,87,Cassandra Peterson,Tim Thomerson,Bess Armstrong,5000000,6.2,Jekyll and Hyde... Together Again,Comedy|Music|Sci-Fi,
Peter Jackson,108,Kate Winslet,Jed Brophy,Liz Mullane,5000000,7.4,Heavenly Creatures,Biography|Crime|Drama|Romance|Thriller,3049135
Michael Polish,121,Hayden Christensen,Bobby Batson,Cynthia Barrett,5000000,4.6,90 Minutes in Heaven,Drama,4700361
Dan Rush,97,Will Ferrell,Scott Takeda,Stephen Root,5000000,6.4,Everything Must Go,Comedy|Drama,2711210
Jake Kasdan,116,Kim Dickens,Ryan O'Neal,Angela Featherstone,5000000,7,Zero Effect,Comedy|Crime|Drama|Mystery|Thriller,1980338
Brad Anderson,94,Christian Bale,Jennifer Jason Leigh,Reg E. Cathey,5000000,7.7,The Machinist,Drama|Thriller,1082044
Paul Schrader,103,Dana Delany,Jane Adams,David Clennon,5000000,6.8,Light Sleeper,Crime|Drama,1100000
Michael Cuesta,112,Jeremy Renner,Paz Vega,Robert Pralgo,5000000,7,Kill the Messenger,Biography|Crime|Drama|Mystery|Thriller,2445646
John Cameron Mitchell,91,Dianne Wiest,Jon Tenney,Tammy Blanchard,5000000,7,Rabbit Hole,Drama,2221809
Fenton Bailey,98,Macaulay Culkin,Mia Kirshner,Marilyn Manson,5000000,6.3,Party Monster,Biography|Crime|Drama|Thriller,296665
Jeremy Saulnier,95,Alia Shawkat,Mark Webber,Joe Cole,5000000,7.1,Green Room,Crime|Horror|Music|Thriller,3219029
Billy Kent,88,Liza Minnelli,Tim Russ,Winter Ave Zoli,5000000,5.6,The Oh in Ohio,Comedy|Drama|Romance,
James Manera,99,Joaquim de Almeida,Greg Germann,Kristoffer Polaha,5000000,4.4,Atlas Shrugged: Who Is John Galt?,Drama|Mystery|Sci-Fi,830210
Wes Anderson,91,Andrew Wilson,Darryl Cox,Lumi Cavazos,7000000,7.1,Bottle Rocket,Comedy|Crime|Drama,1040879
Kevin Spacey,97,Viggo Mortensen,Joe Mantegna,Faye Dunaway,5000000,6.1,Albino Alligator,Crime|Drama|Thriller,326308
Feroz Abbas Khan,136,Akshaye Khanna,Bhoomika Chawla,Darshan Jariwala,,7.4,"Gandhi, My Father",Biography|Drama|History,240425
Errol Morris,118,Jeffrey Frost,Megan Ambuhl Graner,Ken Davis,,7.5,Standard Operating Procedure,Crime|Documentary|War,228830
Dennis Hopper,94,Raymond Burr,Don Gordon,Jim Byrnes,2200000,7.2,Out of the Blue,Drama,
Eli Craig,89,Katrina Bowden,Tyler Labine,Chelan Simmons,,7.6,Tucker and Dale vs Evil,Comedy|Horror,223615
Nicholas Fackler,90,Adam Scott,Ellen Burstyn,Martin Landau,5000000,7.3,"Lovely, Still",Drama|Romance,124720
Richard Wallace,95,Judith Anderson,Paul Fix,Laraine Day,3209000,6.2,Tycoon,Adventure|Drama|Romance,
Morgan J. Freeman,90,Ethan Suplee,John Heard,Sara Gilbert,2000000,6.2,Desert Blue,Drama,99147
Matthew Hastings,95,Meghan Ory,Marc Trottier,Corey Sevier,5000000,4.6,Decoys,Comedy|Horror|Sci-Fi,
M. Night Shyamalan,94,Ocean James,Patch Darragh,Olivia DeJonge,5000000,6.2,The Visit,Horror|Thriller,65069140
Brian De Palma,90,Mike Figueroa,Daniel Stewart Sherman,Kel O'Neill,5000000,6.2,Redacted,Crime|Thriller|War,65087
Klaus Menzel,103,Adam Garcia,Jacqueline Bisset,Alice Evans,5000000,3.3,Fascination,Mystery|Romance|Thriller,16066
,60,Holly Hunter,Dylan Minnette,Bokeem Woodbine,,7.5,Saving Grace,Drama|Fantasy,
Oren Peli,91,Glenn Campbell,Sandra Staggs,Jelena Nik,5000000,4.2,Area 51,Horror|Sci-Fi|Thriller,
Jaume Balagueró,102,Luis Tosar,Tony Corvillo,Marta Etura,5000000,7.2,Sleep Tight,Drama|Horror|Thriller,
Paul Andrew Williams,92,Dave Legeno,Doug Bradley,Georgia Groome,2500000,6.2,The Cottage,Comedy|Crime|Horror|Thriller,
Stephen Herek,87,Henry Ian Cusick,Callum Blue,Shenae Grimes-Beech,5000000,6.1,Dead Like Me: Life After Death,Comedy|Drama|Fantasy,
Bob Saget,80,Alyson Hannigan,John Stamos,Jim Belushi,,4.2,Farce of the Penguins,Animation|Comedy,
Jim Amatulli,90,Heather Locklear,Patricia Neal,Katie Leclerc,,4.5,Flying By,Drama|Family|Music,
,44,Corbin Bernsen,Dulé Hill,Timothy Omundson,,8.4,Psych,Comedy|Crime|Mystery,
William H. Macy,105,Billy Crudup,Felicity Huffman,David Adam Flannery,5000000,7.5,Rudderless,Comedy|Drama|Music,37440
Barrett Esposito,67,Chazz Palminteri,Cyndi Lauper,Danny Aiello,10000000,6.7,Henry & Me,Animation|Family,
Mitch Davis,95,Gary Cole,Jon Heder,Cheryl Hines,,5.1,Christmas Eve,Comedy,
Eric Bross,87,Teri Polo,Esai Morales,Nicholas Gonzalez,5000000,5.5,We Have Your Husband,Crime|Drama|Thriller,
Paul Schrader,94,Nicolas Cage,Irène Jacob,Tomiwa Edun,5000000,4.4,Dying of the Light,Drama|Thriller,
Vicky Jewson,109,James Frain,Sofia Black-D'Elia,Lisa Kay,5000000,4.4,Born of War,Action|Drama|Thriller|War,
Peter Hyams,130,David Huddleston,Sam Waterston,Hal Holbrook,5000000,6.8,Capricorn One,Action|Sci-Fi|Thriller,
Marc Bennett,,Michael Rapaport,Natasha Henstridge,Costas Mandylor,5000000,6.7,Should've Been Romeo,Comedy|Drama,
Mike Mayhall,88,David Raizor,Cody Howard,Martin Kove,5000000,8.6,Running Forever,Family,
Kevin Smith,88,Johnny Depp,Haley Joel Osment,Natasha Lyonne,5000000,4.8,Yoga Hosers,Comedy|Fantasy|Horror|Thriller,
Stanton Barrett,97,Mikal Vega,Michael Dudikoff,Ed Quinn,,3.4,Navy Seals vs. Zombies,Action|Horror,
Jirí Menzel,113,Julia Jentsch,Ivan Barnev,Milan Lasica,84450000,7.4,I Served the King of England,Comedy|Drama|Romance|War,617228
Fatih Akin,99,Udo Kier,Moritz Bleibtreu,Birol Ünel,4000000,7.3,Soul Kitchen,Comedy|Drama,274385
Billy Bob Thornton,148,Robert Duvall,Dwight Yoakam,J.T. Walsh,890000,8,Sling Blade,Drama,24475416
Nick Murphy,107,Isaac Hempstead Wright,Imelda Staunton,Joseph Mawle,3000000,6.5,The Awakening,Horror|Thriller,
Eli Roth,93,Jay Hernandez,Takashi Miike,Rick Hoffman,4800000,5.9,Hostel,Horror,47277326
Michael Winterbottom,94,Steve Coogan,Shirley Henderson,Dylan Moran,2800000,6.8,Tristram Shandy: A Cock and Bull Story,Comedy|Drama,1247453
Jeff Nichols,121,Katy Mixon,Shea Whigham,Robert Longstreet,5000000,7.4,Take Shelter,Drama|Thriller,1729969
Frank LaLoggia,118,Alex Rocco,Lukas Haas,Katherine Helmond,4700000,6.7,Lady in White,Fantasy|Horror|Mystery|Thriller,1705139
Jeremy Brock,98,Rupert Grint,Julie Walters,Tamsin Egerton,,6.8,Driving Lessons,Comedy|Drama,238774
Scott Foley,82,Donald Faison,Greg Grunberg,Dagmara Dominczyk,5000000,5.4,Let's Kill Ward's Wife,Comedy|Crime,
Tobe Hooper,101,Bill Johnson,Lou Perryman,Jim Siedow,4700000,5.5,The Texas Chainsaw Massacre 2,Comedy|Horror,8025872
Sam Peckinpah,106,James Coburn,Bob Dylan,Jason Robards,4638783,7.4,Pat Garrett & Billy the Kid,Biography|Drama|Romance|Western,
Nicolas Winding Refn,90,Ryan Gosling,Kristin Scott Thomas,Yayaying Rhatha Phongam,4800000,5.7,Only God Forgives,Crime|Drama,778565
Christophe Ali,79,Denis Lavant,Isild Le Besco,Emmanuelle Bercot,,5.4,Camping sauvage,Drama,
Gabriela Tagliavini,87,Maria Conchita Alonso,Kate del Castillo,Camryn Manheim,4700000,3.2,Without Men,Comedy,
Shekar,,Bhama,Diganth,Dileep Raj,,7.1,Barfi,Comedy|Romance,
Shona Auerbach,105,Gerard Butler,Sharon Small,Jack McElhone,,7.8,Dear Frankie,Drama|Romance,1340891
Leonard Farlinger,89,Keith Carradine,Gary Farmer,Stephen McHattie,5000000,5.3,All Hat,Western,
Michel Leclerc,100,Sara Forestier,Jacques Gamblin,Zinedine Soualem,4600000,7.2,The Names of Love,Comedy|Drama|Romance,513836
Analeine Cal y Mayor,92,Zoë Kravitz,Douglas Smith,Kim Ly,4700000,6.2,Treading Water,Comedy|Drama,
Tom Kalin,97,Eddie Redmayne,Elena Anaya,Stephen Dillane,4600000,5.9,Savage Grace,Drama,434417
Robert Sarkies,100,William Kircher,Matthew Sunderland,Paul Glover,,7.3,Out of the Blue,Crime|Drama,728
Hugh Wilson,96,Steve Guttenberg,Bubba Smith,Michael Winslow,4500000,6.7,Police Academy,Comedy,81200000
Randal Kleiser,104,Brooke Shields,Christopher Atkins,Leo McKern,4500000,5.7,The Blue Lagoon,Adventure|Drama|Romance,
Mike Newell,117,Kristin Scott Thomas,James Fleet,Simon Callow,4500000,7.1,Four Weddings and a Funeral,Comedy|Drama|Romance,52700832
Amy Heckerling,90,Jennifer Jason Leigh,Judge Reinhold,Vincent Schiavelli,4500000,7.2,Fast Times at Ridgemont High,Comedy|Drama,
John Huston,115,Royal Dano,Richard Basehart,James Robertson Justice,4500000,7.4,Moby Dick,Adventure|Drama,
Spike Lee,108,Philip Seymour Hoffman,Rosario Dawson,Aaron Stanford,15000000,7.7,25th Hour,Drama,13060843
,43,Dan Fogler,Indiana Evans,KaDee Strickland,,7.7,Secrets and Lies,Crime|Drama,
Lana Wachowski,109,Christopher Meloni,Kevin Michael Richardson,Peter Spellos,4500000,7.4,Bound,Crime|Drama|Romance|Thriller,3798532
Darren Aronofsky,102,Ellen Burstyn,Mark Margolis,Louise Lasser,4500000,8.4,Requiem for a Dream,Drama,3609278
Walter Lang,100,Dana Andrews,Jeanne Crain,Frank McHugh,,7.1,State Fair,Musical|Romance,
Carlos Saura,115,Mía Maestro,Juan Luis Galiardo,Miguel Ángel Solá,700000000,7.2,Tango,Drama|Musical,1687311
Oliver Stone,122,Jim Belushi,John Savage,Juan Fernández,4500000,7.5,Salvador,Drama|History|Thriller|War,
Andrew Erwin,98,Alex Kendrick,Sarah Drew,Patricia Heaton,5000000,5.4,Moms' Night Out,Comedy,10429707
Richard Kelly,133,Jake Gyllenhaal,Mary McDonnell,James Duval,4500000,8.1,Donnie Darko,Drama|Sci-Fi|Thriller,727883
Beto Gómez,105,Jaime Camil,Gerardo Taracena,Joaquín Cosio,,6,Saving Private Perez,Adventure|Comedy|Western,1391770
