duration,imdb_score,budget,gross,release_month
81,7.1,1.30E+07,46563158,9
84,7.5,60000,3216970,7
80,7.1,3.00E+05,2360184,1
117,7,2.70E+07,87341380,8
108,6.1,10000,180483,3
65,6.7,27000,8231,1
97,7.4,1200000,24784,9
88,7.5,2600000,84300000,3
88,5.5,2.40E+07,25003072,8
169,7.1,3.00E+08,309404152,5
151,7.3,2.25E+08,423032628,6
136,6.7,2.50E+08,241063875,5
143,8.1,1.40E+08,305388685,7
112,7.1,2.30E+07,39235088,2
112,7.2,1.70E+07,64998368,9
115,6.5,2.90E+07,183436380,5
106,5.6,8.80E+07,78747585,4
91,6.1,7.00E+07,42194060,11
119,5.7,1.00E+08,180011740,7
102,6,1.00E+07,NA,4
120,8.1,6.00E+06,137963328,12
124,5.4,2.40E+07,8427204,12
105,5.7,3.50E+07,13101142,11
90,6.6,NA,4033268,1
99,5.4,NA,2843,9
84,6.6,5.50E+07,141600000,6
136,7.3,2900000,NA,12
109,5.9,1.40E+07,27515786,7
92,7.4,3.00E+06,NA,8
114,5.3,1.05E+08,28772222,12
93,5.6,1.60E+07,NA,7
96,6.7,4500000,81200000,3
83,3.3,6200000,126247,6
127,7.3,NA,171320,10
122,7,6.00E+06,8596914,9
120,7.4,10700000,76600000,6
98,4.5,10500000,14114488,6
105,5.6,8.00E+07,23219748,2
95,6.7,1500000,3478,3
68,6.4,2.00E+07,18081626,2
99,7,4.00E+06,562059,6
81,5.2,3.00E+06,3293258,6
94,6.2,4.00E+06,105500000,11
98,5.6,1.60E+08,60655503,5
88,5.3,1.50E+07,6373693,8
103,6.2,5.00E+05,23000,12
104,5.1,7500000,NA,5
104,6.1,4.80E+07,46611204,10
109,7.3,1.00E+07,47536959,11
107,7.8,1.50E+07,59735548,6
103,6.2,3.50E+07,30669413,11
107,6.4,4.00E+07,52000688,7
106,6.8,8.00E+06,532190,1
91,6.5,3.50E+07,20275446,8
96,5.9,2.00E+07,47852604,2
125,6.9,1.40E+07,178406268,3
135,7.8,2.80E+07,38372662,9
130,6.7,3.00E+07,15709385,9
108,5.8,2.80E+07,10907291,2
87,5.7,6.00E+07,29136626,1
143,6.7,6.50E+07,38966057,3
77,7,7000,424760,10
116,6.6,2.00E+08,90755643,5
97,6.2,9.00E+06,883887,5
102,5.9,1300000,354704,3
153,8.1,4.60E+07,60962878,9
109,6.1,1.00E+07,69800000,10
106,6.4,1.20E+07,22331028,1
93,6.7,1.20E+07,54724272,3
104,5.4,8.00E+06,10106233,4
89,3.9,2.00E+07,43818159,7
124,7,1.30E+08,126464904,5
106,6.6,1.50E+07,7556708,9
135,6.2,6.50E+07,32598931,12
102,5.4,1.20E+07,NA,1
108,8.5,806947,32000000,12
85,6.3,1500000,265107,8
140,7,1.00E+08,97030725,7
178,8.9,8.00E+06,107930000,9
90,4.7,2.00E+07,20259297,8
95,7.3,2.50E+07,17791031,10
103,6,3.50E+07,7948159,12
103,6.6,4.00E+06,NA,4
124,6,3.80E+07,8406264,4
103,5.6,1500000,NA,10
106,6.7,2.00E+08,168368427,10
89,6,1.20E+07,31691811,10
98,6.8,1.10E+07,18381787,10
101,5.2,3.50E+07,30307804,2
119,6.8,2.00E+07,21413105,10
124,7.4,13500000,7060876,11
90,7.1,4.00E+05,1689999,6
171,7.2,7623000,NA,8
96,5.6,1.30E+08,33592415,7
99,6.1,5500000,22770,10
94,7.5,6.00E+06,6165429,2
91,7,5.00E+06,2221809,12
134,7.1,NA,19097994,2
98,5.7,6.50E+07,67128202,3
113,6.7,NA,12796277,10
102,5.2,NA,49186871,1
109,6.9,3.50E+07,52277485,10
88,7.6,1.60E+07,14792779,1
114,6.9,3.50E+07,4651977,2
121,8.3,1.80E+07,45250,11
115,8.5,1.80E+07,242374454,6
133,8,2.50E+07,172825435,12
119,4.7,3.60E+07,7000000,1
103,5.9,1.50E+07,10411980,8
91,6,1.20E+07,21370057,8
119,6,5.00E+07,37486138,5
88,7.2,8.00E+05,2073984,5
87,5.7,6.30E+07,53715611,5
96,6.4,4.40E+07,150415432,5
103,6.7,1.50E+07,26161406,7
80,6.3,NA,NA,8
133,5.1,6.40E+07,31054924,10
157,8.4,NA,2197331,1
107,7.2,1.35E+08,123207194,3
139,6.6,8.00E+07,136448821,11
107,6.4,2.00E+07,305070,9
112,6.4,4.80E+07,56607223,7
111,8,1.50E+08,206435493,6
101,7.1,1.20E+07,2060953,3
178,7.7,4.00E+07,75305995,10
88,5.1,9500000,NA,10
107,5.3,2.40E+07,12372410,4
127,7.1,1.10E+08,85463309,9
90,7,3.00E+06,5844929,1
130,8.2,1288000,NA,4
82,6.5,2.30E+07,36696761,1
111,7.1,5.80E+07,90356857,10
116,6.7,8.40E+07,53215979,7
114,6.4,16900000,NA,11
92,7.5,8500000,NA,8
124,7.2,7.80E+07,92930005,9
85,6.5,2.60E+07,57859105,8
114,6.2,1.40E+07,NA,3
106,5.7,7.00E+07,17473245,11
100,5.4,4.20E+07,37652565,6
126,7.8,3.00E+06,NA,8
89,5,17900000,NA,4
88,6.2,4.00E+06,NA,8
125,5.9,5.80E+07,49875589,1
90,6.2,5.00E+06,65087,1
99,6.8,7.00E+06,2344847,4
95,5.9,NA,27012,8
195,7.5,3.50E+07,NA,12
106,5.7,NA,54734,10
101,6.2,6.00E+07,43060566,7
124,7.5,2.00E+07,19661987,3
124,5.7,3.40E+07,23360779,2
101,7.7,2500000,12995673,10
113,7.2,1.60E+07,19057024,3
120,7.8,3.00E+07,115648585,9
105,6.7,1.40E+07,63260,3
128,6.1,4.00E+07,24332324,6
122,6.8,27500000,9664316,9
84,5.9,1.00E+07,20339754,2
135,7,4.00E+07,29077547,11
92,6.9,1500000,NA,2
119,6.3,3.20E+07,13763130,3
150,6.7,8500000,140244,7
102,8.4,4500000,3609278,10
120,7.3,1.00E+07,5484375,9
99,8.4,1200000,2812029,9
100,6.7,3.30E+07,39532308,3
97,5.9,6.00E+07,60128566,9
98,6.2,4.50E+07,50740078,9
94,6.3,4.50E+07,50648679,9
96,5.4,6.50E+07,42345531,9
180,7.2,NA,NA,9
92,4,NA,NA,5
112,6.8,1.30E+07,3169424,6
115,6.9,2.40E+07,32662299,4
72,5.8,2.00E+07,48423368,2
109,6.7,2.50E+07,NA,6
102,5.1,1.10E+07,2807854,8
119,7.3,3.50E+07,22877808,12
104,7.5,6.00E+06,2600000,12
127,6.4,3.80E+07,41997790,9
99,6.2,2.50E+07,134141530,1
102,5.9,4.00E+07,90835030,1
148,6.8,3.50E+07,630779,11
105,7.9,NA,2276368,7
132,6.4,4.80E+07,29781453,10
101,6,6.00E+07,40076438,9
96,7,9.00E+07,143618384,4
101,6.4,1.03E+08,131536019,3
110,6.7,3.00E+07,NA,9
97,7.3,1.45E+08,103400692,11
105,7.6,9.30E+07,176740650,8
107,6.3,2.00E+07,36874745,2
99,7.1,1900000,4600000,8
86,7.1,NA,3278611,1
98,6.1,1500000,105943,3
114,6.5,1.70E+07,30050028,5
117,7.7,8.00E+07,104054514,7
94,6.5,15600000,68525609,5
102,6.4,1.70E+07,2000000,11
139,6.9,2.80E+07,31600000,4
106,6.6,5.00E+06,NA,3
156,6.7,2.00E+08,105219735,5
155,6.9,4.80E+07,165500000,6
117,6.2,1.00E+08,58607007,1
104,3.9,23500000,10696210,4
89,7.1,2500000,3325638,8
91,6.3,7.50E+07,128200012,3
136,5.9,7.50E+07,38509342,6
105,6.2,5.70E+07,16991902,9
90,4.6,2.00E+06,NA,7
150,7.5,NA,NA,12
145,8.1,960000,117235247,11
139,7.2,2.40E+07,70269171,12
91,7.5,160000,6706368,9
101,6.9,2.80E+07,67266300,2
112,6,NA,17378977,9
98,3,7.00E+07,18990542,2
105,6.3,NA,540085,9
120,6.8,14500000,46338728,10
100,6.6,11500000,3275585,9
115,6.1,2.50E+07,55973336,3
122,7.3,5.50E+07,41609593,9
118,8.3,1.30E+07,14677654,10
136,8,2300000,NA,6
103,6.6,5.00E+06,3093491,11
121,7.4,1.20E+07,22905674,9
82,5.8,5.00E+05,98017,7
114,7.2,8.00E+05,1001437,10
105,7.5,5.00E+06,37440,10
80,5.6,2.50E+07,39399750,6
78,6.1,3.00E+07,76501438,9
114,6.6,5.00E+07,26442251,3
116,5.5,7.00E+07,152149590,7
88,5.6,3.00E+07,19316646,9
122,7.4,1.70E+07,6855137,11
122,6.2,1.20E+07,6754898,10
123,8.1,3.80E+07,26903709,9
90,6.6,9.00E+07,226138454,8
91,6.2,1.40E+08,140080850,8
93,7.7,9.00E+06,17096053,9
117,6,8.00E+07,116643346,8
109,5.7,3.50E+07,10499968,3
94,6.5,3.00E+07,17120019,6
115,6.7,2.80E+07,71346930,2
115,6.8,8.50E+07,126149655,2
88,6.1,1.00E+06,21210,8
86,7,750000,4007792,6
124,6,1.30E+08,68642452,4
85,5.8,3800000,100669,6
98,7.6,6.00E+06,795126,9
90,6.8,780000,1310270,9
101,6.4,1.10E+08,118311368,7
122,7.5,4500000,NA,4
96,5.3,9.00E+06,27445,7
102,8.5,4.00E+06,2601847,9
114,6.1,1.10E+08,155181732,5
108,5.9,3.00E+07,23070045,2
109,7.2,1.00E+06,NA,12
89,7.5,1.90E+07,NA,7
97,5.9,4600000,434417,5
141,6.5,4.50E+07,47307550,7
112,6.1,1.30E+07,91038276,1
92,6.9,5.00E+06,8786715,1
96,7.6,NA,1186323,9
125,7.5,3.50E+07,83299761,11
169,8.6,7.00E+07,216119491,7
96,5.9,2.20E+07,19351569,2
103,7.7,1200000,55153403,1
95,6.6,4.00E+06,87025093,10
121,6.2,1.00E+07,80150343,10
96,5.9,1.00E+07,63270259,10
95,5.8,10800000,56729973,10
92,6,1.10E+07,27669413,10
95,4.9,2.50E+07,5516708,3
142,8.3,2.50E+07,44700000,4
83,5.2,4.50E+07,71277420,7
84,5.5,4.80E+07,110000082,10
89,5.1,4.50E+07,90703745,4
88,3.5,2.00E+07,32014289,4
185,8.9,2.20E+07,96067179,11
121,5.8,6500000,14545844,2
108,5.9,2.00E+07,17803796,9
108,7.1,3.50E+07,81257845,10
86,4.9,8.40E+07,153288182,6
93,4.9,8.00E+07,84185387,3
96,6.7,4.00E+06,10515579,7
112,7.5,6.00E+07,31494270,7
95,7.3,5.00E+05,NA,10
103,7.2,1.50E+07,103001286,12
120,6.1,2.40E+07,101334374,12
116,5.5,4.00E+07,89138076,2
111,6.2,4.00E+07,38176892,4
81,5.7,1.00E+07,6982680,6
101,7,3.20E+07,60328558,11
127,8.6,3.30E+07,100125340,9
113,6.8,1.90E+07,58571513,9
140,7.3,8.70E+07,120147445,7
111,7.6,3.00E+07,41407470,9
111,6.2,19500000,NA,10
96,6.6,4.00E+07,47781388,3
123,7.2,3.50E+07,59699513,8
104,7.1,4.00E+06,4046737,1
94,5.4,3.50E+07,33357476,3
88,4.9,1.20E+07,17016190,11
101,6.7,1.00E+07,6619173,6
127,6.7,2.00E+07,35422828,3
117,6.5,2.60E+07,12276810,7
128,7.5,2.00E+07,52066000,12
99,5.8,5.50E+07,33472850,2
136,7.7,16500000,42700000,2
111,5.8,1.10E+07,1066555,5
82,6.9,2.80E+07,49968653,10
119,8,4.00E+07,25335935,8
95,6.7,1.30E+07,7881335,4
99,5.3,2.90E+07,16930185,8
100,6.5,1500000,373967,8
123,6.8,9.00E+06,36049108,11
123,7.7,5.50E+07,69951824,12
110,7.2,1.50E+07,14989761,9
136,7,7.00E+07,37901509,9
102,5.5,9.50E+07,17176900,12
90,6.6,5.00E+06,136432,5
146,4.3,1.00E+08,95328937,5
129,6.5,1.90E+07,8396942,10
94,5.1,4.00E+07,38543473,7
100,7.2,1200000,24741700,8
89,7.3,NA,6940281,9
93,5.7,3.90E+07,30400000,3
101,6.4,6800000,10696,5
103,4.9,4.50E+07,2154540,1
92,6.9,8.00E+06,8279017,5
115,7.4,2.20E+07,25842000,12
99,5.9,4.60E+07,70327868,7
123,7.2,2.50E+07,100241322,12
113,5.5,1455000,NA,11
106,6.1,5.00E+07,57887882,5
114,5.9,4.00E+07,70836296,11
101,7.3,6500000,4000304,10
100,6.3,NA,10443,5
114,6.2,5.00E+07,60470220,2
110,6.6,5.50E+07,56932305,5
97,3,1.70E+07,2315683,8
92,3.4,2.00E+06,NA,10
90,6,7.50E+07,160762022,9
97,3.3,1.00E+06,NA,7
98,6.7,2.00E+07,NA,10
99,7.2,6.00E+06,2207975,11
99,8,4.00E+06,13464388,4
95,5.8,1.00E+07,63319509,1
88,6.5,175000,7137502,8
104,6.4,2.00E+07,31584722,3
105,6.4,2.00E+07,33687630,3
96,6.1,3500000,9449219,8
66,6.5,2.00E+05,NA,2
103,7.4,1600000,NA,10
117,4.8,2.50E+07,NA,8
128,7.6,9.00E+07,209019489,6
129,7.5,1.25E+08,186830669,11
96,6.6,2.00E+06,198407,9
105,7.7,5500000,35811509,1
122,7.2,NA,5355376,2
124,7.2,6.10E+07,46975183,3
99,6.6,3.00E+06,302204,8
106,6.4,NA,10281585,10
101,6.5,2.00E+06,1984378,5
89,4.9,4.00E+07,20916309,8
92,7.3,NA,45661,10
108,7,2295429,NA,7
97,6,9.00E+05,NA,9
79,6,8.00E+06,2275557,8
131,4.6,4.50E+07,20302961,9
90,7.9,6.00E+07,267652016,5
93,7.2,1.50E+08,436471036,5
93,6.4,1.65E+08,238371987,5
93,6.1,1.60E+08,320706665,5
90,5.2,8.00E+06,25926543,3
138,8.1,8.00E+07,127968405,2
121,7.6,3.00E+07,46875468,7
123,8,9.00E+06,24530513,5
106,7.1,3.00E+07,32154410,2
126,7.5,1.20E+07,71502303,10
106,6.7,7.20E+07,227965690,3
132,6.6,5.00E+07,46982632,4
95,5,2.00E+07,17529157,10
86,5.3,2.00E+06,12555230,1
87,6.7,4400000,NA,6
89,6.7,1.00E+06,NA,3
88,5.6,9.00E+06,NA,6
122,7.8,2.10E+07,132088910,9
133,7.2,2.60E+07,33200000,7
114,6.9,3.00E+07,18252684,9
96,5.3,6.00E+06,4394936,2
147,8.1,4.00E+07,74098862,4
102,6.5,6.50E+07,13750556,8
85,6.7,6.00E+07,26288320,7
103,8.3,2540800,NA,4
110,6.8,3.00E+06,48056940,3
97,5.2,1.00E+07,27736779,8
104,7.5,NA,32631,9
91,6.7,2.00E+06,124494,9
98,5.7,7.00E+07,74329966,6
96,5.7,9.00E+06,162,11
106,6.1,7.00E+07,37760080,9
100,6.2,3.50E+07,63939454,7
143,7.8,2.00E+08,304360277,10
97,4.4,1.00E+07,21371425,11
100,7.1,23000,1227508,7
102,5.3,2.00E+06,NA,9
86,5.3,1.10E+07,4814244,2
100,7.2,1.00E+06,982214,10
90,5.9,2500000,75727,12
89,7.3,2.00E+06,NA,12
147,7.5,4.40E+07,53300852,10
89,5.3,1.00E+07,8070311,7
99,6.8,9.00E+06,11883495,4
148,8,890000,24475416,8
95,6.5,15500000,7774730,3
93,5.9,15500000,1181197,9
84,6.9,NA,229094,4
120,8,1.50E+07,141319195,5
91,6.6,5.00E+06,5480318,8
96,6.1,2.00E+06,NA,3
108,6.1,4.00E+07,53955614,7
94,6.7,1.80E+07,17071230,5
121,6.4,3.50E+07,2221994,2
89,7.2,2.00E+06,6719300,1
109,6.7,1.70E+07,35635046,12
98,5.9,6.90E+07,55585389,8
105,5.6,3.30E+07,34014398,8
104,8.3,6.00E+06,30093107,9
112,6.5,1.50E+07,42919096,2
107,6.9,NA,402820,3
89,4.9,1.30E+07,60008303,2
99,5.1,3.50E+07,81150692,1
127,6.8,3.60E+07,14378353,12
104,6.1,6.00E+06,1346503,7
80,5.3,7.00E+06,NA,1
132,6.1,1.70E+08,155111815,5
83,7.7,2.00E+06,184925485,12
83,2.2,1.00E+06,NA,3
100,6.3,2.60E+07,NA,7
126,7,39200000,4563029,8
115,8.1,1.00E+06,NA,11
99,6,7.50E+07,14567883,10
90,6.4,1.50E+07,4360548,9
141,6.2,5.00E+06,NA,12
97,6.4,3.00E+05,NA,4
120,8.3,2883848,25000000,3
97,6.1,2.30E+07,27338033,3
128,6.7,8.00E+07,124590960,12
112,5.9,3.50E+07,39026186,5
95,4.8,3.00E+06,NA,4
97,6.3,7.00E+06,1768416,9
103,7.3,5100000,NA,10
170,5.6,2.20E+07,59696176,2
94,2.2,8.40E+07,17010646,2
86,5.8,6.00E+06,20200,1
109,7.3,1800000,3050934,3
92,7.7,1.20E+07,NA,6
93,5.4,1.20E+07,10198766,3
101,5.1,1.60E+07,11956207,9
115,6.9,7500000,43490057,9
99,7.3,4.00E+06,274385,9
100,6.5,NA,12081447,11
92,4.4,1.60E+07,13922211,5
106,7.1,1.80E+07,43853424,4
84,3.9,1.40E+07,3100650,9
85,6.7,NA,405614,1
93,7.5,3.20E+07,54696902,3
160,5.5,1.70E+07,273420,5
124,7.5,3.00E+07,52418902,6
138,6.1,1.20E+07,NA,12
81,4.5,3.70E+07,30105968,7
130,6.4,6.50E+07,90454043,7
88,6.3,8.00E+07,90443603,11
96,7.1,22700000,38119483,6
100,5.3,3.00E+06,15369573,4
131,6.5,8.00E+07,42044321,12
116,5.7,1.70E+07,24397469,4
98,5.2,4.00E+07,54967359,7
81,6.9,1.00E+06,6387,1
108,5.8,3.50E+07,60054449,7
148,6.8,2.45E+08,200074175,10
116,7.2,2.50E+07,121248145,6
121,3.7,1.60E+08,48068396,6
135,6.1,1.20E+08,43929341,5
105,5.2,1.00E+06,NA,2
95,7.6,1696377,NA,12
134,6,7.50E+07,36976367,2
118,5.2,1.40E+07,800000,2
93,3.3,2.50E+07,29247405,12
98,6.8,8.00E+06,1641788,6
121,7.3,1.39E+08,403706375,5
135,7.3,2.00E+08,373377893,6
156,6.2,2.58E+08,336530303,5
83,7,8.00E+07,73215310,5
111,6.2,8.00E+06,69800000,3
104,5.8,2.60E+07,16999046,10
96,6.2,7.00E+06,5430822,5
128,8.1,2.00E+07,44988180,11
94,5.3,5.00E+06,14123773,1
106,6.8,2.00E+06,410241,6
114,7,9.20E+07,26871,11
81,5.3,1.80E+07,26906039,5
88,5.4,3.50E+07,112692062,3
84,4.1,3.80E+07,111760631,7
100,5.8,13500000,NA,12
102,7.3,1.30E+07,44134898,10
98,6.5,650000,18469,9
90,3.6,NA,NA,10
89,8.1,8.00E+06,52287414,8
118,7.5,NA,228830,2
105,3.4,NA,531806,7
127,8,1.50E+08,257704099,5
122,7.5,1.85E+08,130468626,7
116,7.7,1.10E+07,78900000,6
105,6.6,1.70E+07,76400000,5
132,7.8,1.90E+08,228756232,5
119,7.3,2.50E+07,109713132,11
107,5.4,27800000,55210049,6
110,7.2,3.00E+07,74888996,12
111,7.6,4.50E+07,92001027,11
118,6.6,3.50E+07,75668868,11
103,6.4,5.80E+07,70117571,12
116,6.4,6.00E+07,43119879,12
143,6.4,3.50E+07,82300000,12
136,6.5,1.15E+08,474544677,5
142,6.7,1.15E+08,310675583,5
140,7.6,1.13E+08,380262555,5
127,7.7,7.00E+07,38345403,8
97,7.4,NA,NA,3
129,7.2,1.05E+08,54700065,11
101,6.1,6.00E+07,88200225,3
103,7.4,4.00E+05,NA,9
100,7.1,NA,NA,3
127,7.1,NA,36965395,4
75,5.1,9.00E+06,23078294,3
85,5.1,2.50E+07,13973532,9
121,5,1.35E+08,31704416,7
103,6.9,2127519898,410388,7
97,2.8,1.60E+07,1686429,10
106,6.9,6.50E+07,100468793,7
104,6.5,1.20E+07,65269010,8
98,6.2,2.30E+07,58006147,2
107,6.2,3.00E+07,42385520,8
99,6.5,3.30E+07,35057332,7
124,6.7,5.00E+07,91030827,12
122,7.2,3.00E+07,17750583,10
103,6.4,NA,26870825,4
94,6.4,NA,69582,6
103,6.2,2.90E+07,50041732,9
101,7.5,5.00E+06,18656400,12
99,7,1.20E+07,21133087,9
86,5.7,NA,NA,11
99,6.8,1.20E+07,1702277,2
96,5.5,3.50E+07,183125,5
91,6.5,1500000,119841,3
109,5.2,1.40E+07,61356221,5
105,5.4,2.20E+07,1796024,10
88,5.9,1.70E+07,9286314,5
129,4.5,13500000,186354,9
112,6.5,2.50E+07,10911750,3
91,5.7,2.00E+06,NA,1
167,7.9,2.80E+07,161029270,8
87,5.3,2.00E+07,6563357,2
113,7.6,3.80E+07,40137776,9
112,5.2,1.00E+07,NA,7
110,5.8,2.50E+07,10324441,12
102,3.8,3.50E+07,33423521,12
96,3.7,1.80E+07,8742261,2
109,6.8,2.00E+07,26415649,4
117,6.9,1.00E+07,85300000,6
117,4.3,4.00E+07,32800000,6
84,5.9,1.33E+08,140015224,12
77,5.4,1.20E+08,64736114,7
118,5.8,5.50E+07,33828318,12
87,5,2500000,NA,7
113,5.3,1800000,NA,6
97,7.3,NA,466702,3
98,6.5,1.70E+07,NA,4
128,6.1,8.20E+07,36381716,3
123,5.9,1.00E+07,18272447,2
92,6.1,250000,177840,9
123,6.9,1.75E+08,161087183,8
108,4.9,3.40E+07,19693891,8
142,6.6,2.20E+07,19283782,7
98,7.4,2700000,95016,7
107,7.3,2.60E+07,3675072,9
91,6.9,8.00E+06,12055108,1
141,6.9,5600000,3064356,6
96,6.8,2500000,322157,9
112,7.1,5.00E+07,126975169,6
104,4,4.20E+07,20915465,5
100,7.3,65000,11529368,1
100,7.1,1200000,18488314,1
88,1.9,2.00E+07,9109322,8
119,7.6,2.00E+07,121463226,8
80,4,NA,3101301,8
82,4.5,3.50E+07,25871834,3
188,7.3,5.50E+07,134218018,7
116,6.8,5.40E+07,108200000,12
125,4.9,3.90E+07,60000000,6
134,3.6,1.70E+07,15681020,7
169,6.1,2.09E+08,200069408,6
91,4.8,6.50E+07,14218868,1
81,5,1.40E+07,30628981,10
87,6.3,NA,NA,1
85,6.8,1.00E+08,58867694,6
85,4.7,6.00E+06,36497,9
89,6.3,8.00E+07,38542418,9
90,5,4.00E+06,101055,5
96,5.6,2.00E+07,NA,7
99,5.9,2.70E+07,8712564,8
154,7,2.00E+07,NA,1
108,6.1,3.80E+07,127214072,9
119,6.7,4.00E+07,25178165,2
97,5.5,5.00E+05,15180000,4
96,4.6,8.00E+06,NA,4
89,3.6,1.00E+07,598645,10
85,5,8500000,28563926,9
102,6.8,NA,10105505,5
120,6.1,2.10E+07,16284360,8
96,7.4,2.00E+05,4505922,10
118,6.4,3.70E+07,6482195,10
99,6.5,8.00E+07,69772969,6
108,6.3,16500000,11702090,9
124,7.5,2.10E+07,3081925,10
128,7,5.00E+07,50815288,11
78,6.3,150000,2882062,11
97,6.3,2.30E+07,6923891,3
121,7.4,5.00E+06,1729969,11
118,6.7,3.00E+07,34703228,3
93,7.9,2.50E+07,145000989,2
98,6.3,4.50E+07,139852971,9
115,6,4.80E+07,89253340,12
107,6.2,2.00E+07,57744720,8
120,6.7,3.00E+07,7443007,9
92,6.7,1.30E+07,21088568,1
98,6.1,6.00E+06,11797927,5
110,7.3,4.00E+06,3468572,12
122,6.6,7.30E+07,148213377,8
100,4.9,2.00E+07,84518155,7
100,7.8,2.60E+08,200807262,11
115,7.2,7.00E+08,1687311,5
97,6.3,5.50E+07,63408614,12
104,5.2,2.50E+07,4064333,3
96,5.9,3.00E+06,5005,9
88,7.2,218,592014,10
110,8.3,1300000,NA,2
53,7.7,1.00E+06,274661,4
117,6.9,1.20E+07,14348123,3
74,5.8,1.00E+07,6491350,4
98,7.2,3.00E+07,32774834,10
142,6.6,7.00E+07,43426961,3
112,7,5.00E+07,218628680,6
125,6.4,6.80E+07,81257500,6
95,3.2,3.00E+06,7888703,11
101,5.9,1.25E+08,190871240,3
88,6,2.50E+07,78656813,3
96,4.8,1.70E+07,42660000,3
112,6.3,1.35E+08,81638674,6
94,5.4,NA,347578,1
153,8.5,1.02E+08,204843350,7
109,6.4,2.00E+08,150350192,7
126,6.6,1.55E+08,89732035,6
118,6.6,2.00E+08,125320003,5
92,4.8,1.10E+07,34334256,1
110,5.2,3.80E+07,623374,11
92,7.6,6500000,24792061,9
116,5.6,7.00E+07,36931089,6
94,6.1,8.00E+06,26049082,1
149,6.9,2.60E+07,25809813,10
102,6.6,8.50E+07,32694788,8
127,6.9,2.60E+07,12188642,8
112,5.2,3.80E+07,34912982,1
123,5.9,8.20E+07,34543701,11
171,7.6,69500000,54222000,8
99,6.8,3.80E+07,113502246,11
106,7.1,50200000,62453315,3
100,5.4,2.50E+07,4756,12
73,5.8,1.70E+07,11634458,10
104,6.3,4.00E+07,21413502,7
108,6.2,6500000,24103594,4
90,5.3,2.50E+07,15091542,7
95,3.8,1.00E+08,4411102,8
92,4.1,7.60E+07,26000610,6
107,7.4,1.35E+08,77564037,10
112,7.2,2.50E+07,42478175,4
139,7.2,3.00E+07,32000000,9
137,6,1.07E+08,22406362,10
153,7,2.30E+08,262030663,6
142,6.7,2.00E+08,202853933,4
105,6.3,2.00E+07,35596227,8
114,6.8,6.20E+07,65000000,11
90,6,1.90E+07,64255243,7
115,7.2,6500000,NA,3
97,6.3,7.30E+07,107225164,5
84,4.8,2.20E+07,55762229,6
88,5.9,5.00E+07,28133159,7
125,8.3,3.00E+06,NA,6
134,7.2,5.00E+06,20733485,10
83,4.1,1.70E+07,4930798,8
83,6.6,NA,1429260,6
116,5.7,4.00E+07,30199105,8
100,8,1.50E+07,44667095,5
160,7.5,3.00E+07,3904982,9
109,5.3,3.40E+07,10654581,8
104,6.3,1.30E+07,10996440,10
173,8.1,2.20E+08,623279547,8
170,7.5,1.10E+08,102608827,3
107,6.5,3.00E+06,NA,7
102,7.3,NA,NA,4
121,7.3,3716946,NA,5
112,6.7,1500000,712294,3
98,5.6,1.00E+07,30306281,9
111,7.3,2.00E+07,30028592,2
87,4.8,4.00E+06,800000,3
79,6.1,1.00E+06,279282,8
119,6.6,5.00E+07,39778599,2
80,6.7,210000,5000000,6
90,6.2,8.00E+06,NA,8
91,6.7,2.10E+07,958319,2
98,7.2,1500000,406035,1
75,5.6,3.30E+07,57651794,4
124,7.3,1.00E+07,46377022,11
114,5.8,3.50E+07,69700000,7
120,6.7,9.00E+06,34074895,4
123,6.7,1.70E+07,70492685,11
118,6.7,2.60E+07,26761283,10
172,8.1,2100000,23650000,12
98,6.1,3500000,NA,9
117,6.8,1.40E+08,52792307,6
88,4.9,5.00E+07,6471394,1
91,6.1,1.30E+07,27052167,4
117,8.2,1.50E+07,17439163,3
151,8.3,245000,NA,11
130,7.8,2.80E+07,70235322,12
114,5.6,NA,NA,6
86,6.3,4.00E+06,185577,1
89,5.6,3.50E+07,21784432,4
100,6.2,4.10E+07,7204138,10
120,5.4,1.00E+07,NA,2
121,5.6,5.00E+07,22518325,9
98,5.9,2.00E+07,NA,12
118,7.4,2700000,NA,10
81,6.4,60000,140530114,7
129,7.7,2.90E+07,255950375,11
90,6.5,1.00E+07,882290,10
83,6.5,NA,NA,1
97,6.3,12500000,NA,2
104,5.7,4500000,NA,7
148,7.9,2.70E+07,54200000,6
129,6.1,2.50E+07,121945720,11
118,6.7,4.80E+07,66488090,11
118,6.9,8.00E+07,94822707,1
95,7.3,5.00E+07,50150619,8
120,3.3,2.00E+06,1098224,9
131,7.6,1.90E+07,21483154,11
102,7.9,7.00E+06,NA,1
138,6.3,8.00E+06,10269307,11
89,5.8,2.90E+07,22359293,12
99,5.3,2.90E+07,63034755,4
132,7,2.50E+07,8600000,5
110,5.5,4.00E+07,67061228,3
119,7.9,6.00E+07,121468960,5
135,6.7,1.25E+08,113165635,8
108,7.8,7.50E+07,176049130,7
115,8.1,1.10E+08,227137090,8
115,5.6,1.60E+07,15045676,9
96,6.8,6.00E+07,50807639,9
97,6,1.00E+07,35794166,1
91,4.6,4.00E+06,35385560,1
125,7,1.20E+07,NA,10
70,4.1,62000,NA,2
101,6.4,9.00E+05,6643,9
90,7.3,2300000,NA,7
106,5.8,5.20E+07,118683135,6
120,5.1,2.40E+07,42880,1
161,8.2,3.00E+06,27200000,10
