duration,imdb_score,budget
99,4.2,7.00E+07
110,6.6,1.80E+08
98,5,1.80E+07
129,5.9,7.50E+07
100,7.8,6.00E+07
114,6.4,NA
119,7.3,5.00E+07
90,6.4,8.00E+06
130,7.5,5.00E+07
89,7.1,9.00E+06
118,7.3,4.00E+07
73,8.5,4.50E+07
108,7.8,81200000
95,5.7,2.20E+07
130,6.7,3.00E+07
91,6.5,5.00E+05
94,5.3,1.70E+07
150,6.5,2.15E+08
121,6.7,6.50E+07
100,7.1,1.00E+07
178,7.8,1.00E+07
128,7.1,3.40E+07
113,6.4,8.20E+07
94,5.1,2.30E+07
171,8.8,9.30E+07
192,8.9,9.40E+07
172,8.7,9.40E+07
101,5.1,2500000
97,6.4,2.50E+07
106,5.4,4.00E+06
97,7.2,NA
144,6.7,9600000
97,4.8,NA
90,7,40000
101,8,1250000
129,6.5,7.30E+07
87,3.8,6.20E+07
99,7.4,NA
84,6.7,NA
135,6.7,6.50E+07
109,4.5,NA
101,6.5,2.50E+07
115,7,1.50E+07
94,7.7,5.00E+06
135,6.6,2.70E+07
98,4.5,6.00E+05
152,6.9,7.20E+07
83,5.5,3.30E+07
87,8,2.00E+05
102,7.3,3500000
116,7.3,7.50E+07
132,6.4,3.50E+07
94,6.6,2.00E+07
113,8.1,3200000
125,6.8,1.30E+07
107,5.4,1.50E+07
129,6.6,8.00E+07
92,4.7,2.00E+07
90,5.2,1950000
151,8.1,1.08E+08
114,6.9,1.80E+07
136,6.7,6.50E+07
105,4.7,3500000
144,7.1,3.20E+07
80,3.3,1.60E+07
96,6.8,1.00E+07
136,8.7,6.30E+07
138,7.2,1.50E+08
129,6.7,1.50E+08
113,6.8,3.40E+07
93,6.6,4.00E+07
108,5.2,4.10E+07
94,6.2,2.50E+07
131,7.1,1.80E+07
105,7.2,6500000
123,6.1,3.40E+07
103,6.1,1.50E+07
100,7.3,NA
100,6.4,1.00E+07
99,6.5,7.00E+06
122,6.5,4.20E+07
120,7.4,4.00E+06
95,6.2,1500000
126,7.2,1.80E+07
124,6.9,1.10E+07
118,6.1,7.00E+07
130,6,6.00E+07
75,6.8,NA
119,6.5,3.20E+07
94,7.2,8.00E+05
130,6.3,9.80E+07
112,5.2,1.45E+08
89,7.7,1.20E+07
95,7.7,NA
103,7.1,4.50E+07
97,5.6,1.50E+07
104,4.7,4.00E+07
NA,4.7,NA
122,7.6,NA
101,6.8,3.00E+07
140,7.3,5.00E+07
118,7,7.00E+06
114,5.8,2.20E+07
92,5.9,1.30E+07
150,6.7,3.00E+07
123,6,2.70E+07
99,4.7,2.50E+07
133,7.4,3.50E+07
81,5.9,4.00E+06
106,6.8,NA
133,6.7,3.80E+07
123,7.9,2.90E+07
108,6.3,1.50E+07
98,6.4,3.20E+07
149,7.6,3500000
85,5.8,4.20E+07
92,5.7,1.90E+07
95,5.6,5.40E+07
111,6,1.50E+07
105,6.6,2.50E+07
88,5.6,5.00E+06
100,3.5,7500000
107,7.6,2800000
85,5.9,4.90E+07
91,5.5,1.00E+07
97,4.5,3300000
102,5.1,3.80E+07
115,6.6,3.00E+06
115,6.7,3.50E+07
106,6.2,1.40E+07
116,6.7,1.00E+08
113,6.5,7.00E+06
109,6,4.00E+07
101,7.6,1.70E+07
90,5.3,4.00E+07
96,7.2,5.00E+05
114,7.2,1.00E+07
104,6.1,1.00E+07
95,5.5,5.60E+07
125,7.5,19400000
98,4.9,8.00E+06
120,7.1,3.00E+07
142,7.1,1.10E+08
124,5.9,5.00E+07
88,7.2,9.90E+07
141,6.5,4.50E+07
113,6.2,1.10E+07
118,7,12500000
93,6.8,5.00E+05
100,5.5,2.50E+07
96,4.5,5.00E+06
130,6.4,1.40E+08
102,8,1.30E+07
94,3.9,1.00E+06
100,4.9,4.50E+07
143,7.4,7.00E+07
150,8.5,3.50E+07
121,7.6,7.00E+06
93,5.6,6.50E+07
102,7.1,3700000
140,7.3,1.50E+07
104,5.6,4500000
124,6.8,4.50E+07
93,6.5,NA
100,6.6,1.65E+08
92,5.9,1.40E+07
177,6,8.00E+07
122,6.6,1.20E+07
130,8.5,4.00E+07
93,4.6,1.80E+07
99,7,7.00E+07
132,6.6,3.00E+07
97,7.1,1.05E+08
98,8.1,1.60E+07
111,6.2,3.70E+07
113,5.7,4.00E+07
101,7.8,NA
134,6.4,4.50E+07
103,5.6,6.00E+07
98,6.6,8.00E+06
108,6.7,4.00E+07
104,7.4,2.00E+06
111,7.1,2.00E+08
85,6.6,15000
140,6.5,3.30E+07
85,5.7,3.00E+06
103,6.5,9.00E+06
109,6.1,1.00E+07
100,5.7,1.20E+07
117,8,5.50E+07
94,7.3,9800000
107,6.4,3.20E+07
91,6.4,9.00E+05
101,7.1,3.00E+07
104,4.6,2.10E+07
116,7.1,1.80E+07
135,7.1,4.00E+07
110,6.4,2.60E+07
124,7.6,3.20E+07
96,2.7,8.00E+06
99,5.7,4.00E+07
130,7.7,1.00E+07
94,5.8,NA
110,5.7,4.00E+07
134,7.9,11500000
96,6.1,3.00E+07
118,6.5,5.00E+07
99,8,NA
108,7.3,4.00E+06
113,7.1,5.00E+06
156,8.1,1.35E+08
119,4.9,NA
193,7.9,2.70E+07
128,5.4,NA
110,5,2500000
114,6,3.70E+07
111,6.3,4.50E+07
111,7.3,2.50E+07
89,6.9,9.50E+07
135,6.8,5.00E+06
136,7.4,7.50E+07
102,6.2,1.50E+07
127,7,2.00E+07
91,4.8,1.60E+07
125,6.9,8500000
110,7.6,2.10E+07
83,5.9,2.40E+07
93,5.9,8.00E+06
110,6.7,4.00E+06
106,6.6,1.00E+07
104,6.7,8.50E+07
101,6.6,2.70E+07
116,6.2,6.80E+07
97,6.4,2.20E+07
104,5.5,6.00E+07
114,7.2,NA
135,5.1,5.00E+07
124,6.8,6.80E+07
100,5.5,6.00E+07
122,6.6,1.00E+07
110,7.3,1.10E+07
87,6.8,7.50E+07
114,7.3,9.00E+07
75,7.7,6500000
107,6.1,6.00E+07
95,7.2,1.00E+06
93,6,2.50E+07
98,4.4,5.00E+07
86,6.8,1.70E+07
142,9.3,2.50E+07
146,8.4,1.90E+07
111,6.8,3.50E+07
116,6.3,7.00E+07
97,6.1,4.00E+06
138,8.6,1.90E+07
87,7.4,7.50E+07
109,5.6,8.00E+06
104,6.3,1.00E+06
119,6.6,2.50E+07
119,6.2,NA
87,5.7,NA
107,8.1,4.00E+07
104,6.5,4.30E+07
93,6.8,NA
106,5.6,1.50E+07
112,6.1,5.00E+05
91,4.9,1100000
103,5.5,1.10E+08
105,5.4,1.05E+08
120,7.7,4.00E+07
117,6.7,6.00E+07
90,5.1,1.50E+07
109,6.1,1.50E+08
90,8.3,NA
174,8,8200000
110,7.3,1.00E+07
110,5.4,4.50E+07
82,6,1.00E+06
95,7.1,2500000
107,6.6,9.00E+07
103,4.8,6.00E+07
92,6,7.40E+07
87,7,3.00E+07
94,5.4,2.80E+07
123,7.1,1.40E+07
108,8.1,1500000
88,7.4,1500000
120,6.2,2.30E+07
89,7.7,5.00E+05
101,5.6,NA
93,5.2,9.00E+07
81,6.3,250000
129,8.3,5500000
95,5.9,5.00E+07
112,8,1.00E+07
124,6.4,6.80E+07
112,6.1,3.00E+06
112,7.7,5.00E+06
90,5.1,4.30E+07
101,6.1,1.90E+07
109,6.1,1.80E+07
106,6.4,1.00E+08
93,6.1,6.00E+07
139,7.3,4.00E+07
110,5.4,2.00E+07
96,5,5250000
128,7.3,6.00E+07
107,8.1,6500000
88,7.5,83532
101,5.5,4700000
83,5.9,1.60E+07
123,7.7,1.50E+07
215,7.6,5.20E+07
109,8.2,1.50E+07
100,7,1.60E+07
113,6.8,4.80E+07
110,5.8,7.50E+07
92,5.1,NA
77,6.3,3.00E+07
81,5.5,2100000
96,5.9,8.00E+07
107,7.1,3.90E+07
104,5.8,1500000
89,4.6,1500000
7,5.2,13000
103,6,1.00E+08
150,7.6,3.70E+07
91,6.2,475000
96,5.1,2300000
133,7.9,6700000
92,6.8,2.10E+07
96,5.1,2.50E+07
139,6.7,3.20E+07
99,7.2,1200000
103,8.1,6.00E+07
98,5.3,6.00E+07
115,5.5,1.20E+08
124,4.9,6.80E+07
130,4.6,5.00E+07
96,6.5,3.80E+07
114,7.4,NA
89,4.8,1.60E+07
119,7.9,2.50E+07
118,6.9,9.00E+06
106,8.6,6.00E+06
119,7.5,2160000
91,4.5,8495000
93,4.7,4.00E+06
100,5,4.00E+06
129,7.8,1.60E+07
108,6.5,6.00E+07
90,7.2,6.00E+06
86,4.6,3400000
94,6.2,5.00E+06
125,7.7,1.70E+07
104,6.8,3.00E+07
99,7,6.00E+06
123,7.4,3.50E+07
100,6.3,4.50E+07
93,4.6,4.00E+06
102,5.7,6.80E+07
97,5.3,3.30E+07
111,7.1,22500000
90,6.1,2.00E+07
107,7.6,5.00E+06
119,6.7,8500000
103,7.4,5.00E+06
102,6.6,2.20E+07
90,6.1,1.50E+07
103,5.2,3.50E+07
99,5.5,8.00E+06
135,6.7,1.60E+07
98,6.7,2.40E+07
98,5.5,4.00E+07
98,4,8.00E+06
84,4.6,1200000
144,8,6244087
85,5.2,2.50E+07
127,7.5,NA
92,6.8,3500000
118,5.2,2.40E+07
102,8.1,2800000
240,8.2,1.00E+08
119,5.8,1.50E+08
138,6.7,1.20E+08
88,7.3,1200000
95,6.4,1.70E+07
114,4.9,16500000
106,6.9,6.00E+06
102,7.1,6.00E+06
118,6.9,7500000
100,6.6,6500000
109,7,2.00E+07
127,7.9,2.50E+07
128,6.4,1.35E+08
93,5.9,2700000
109,7.9,6.00E+06
121,7,6.60E+07
108,5.9,3.00E+07
115,6.4,2.40E+07
102,6.8,15500000
105,7.1,3.30E+07
111,5.4,18500000
87,4.2,NA
100,7.3,3.50E+07
107,7.1,2.30E+07
102,5.9,3.60E+07
99,6.4,10500000
158,8.1,2.50E+07
89,4.8,1.70E+07
83,5.5,NA
93,7.3,4.00E+06
105,7.7,4.00E+05
115,6.8,7.00E+06
118,7.2,1.60E+07
122,6.6,1.20E+07
106,5.7,2.40E+07
93,5.7,8500000
91,5.5,2.00E+07
100,6.8,1500000
104,7.1,4500000
145,7.3,8.00E+07
117,6.1,1.30E+07
134,6.2,3.50E+07
101,7.7,1500000
83,6.6,42000
107,6.7,3.20E+07
103,6.6,19800000
103,6.3,6.50E+07
85,3.6,1.90E+07
115,7,1.50E+08
112,7.1,1.70E+08
101,5.1,2400000
114,7.1,4.80E+07
98,6.1,2.00E+07
96,6.6,4.00E+06
130,7,9.00E+06
95,4.2,5.70E+07
75,6.8,1.00E+05
93,5.3,3.00E+06
100,5.3,2600000
103,7,5.00E+06
95,5.6,825000
99,5.8,2.70E+07
116,5.6,8.00E+07
135,6.3,4.50E+07
127,7.1,2.00E+07
98,6.3,65000
94,6.6,7.50E+07
194,7.7,2.00E+08
87,6.3,3.40E+07
106,6.8,2.00E+07
129,8.4,2.00E+06
112,6.3,1.70E+07
121,6.8,1.00E+06
134,7.8,2.50E+07
95,5.3,1.10E+07
119,6.5,1.10E+08
130,6.5,1.90E+08
116,7.4,2.20E+07
102,6.5,1.20E+07
110,6.9,1.50E+07
81,7.8,609000
80,7.1,150000
127,6.3,4.00E+06
154,7.4,1.00E+07
160,7.5,2.50E+07
128,6.7,6.00E+06
84,4,4.00E+07
113,7.5,6.50E+07
106,8.1,NA
104,6.2,7.50E+07
104,4.4,9.00E+07
74,8.3,3.00E+07
82,7.9,9.00E+07
103,8.3,2.00E+08
102,6.5,6500000
120,7.5,1.20E+07
116,7.5,NA
190,7.6,4.80E+07
94,4.8,NA
122,7.7,4.50E+07
94,8.2,3500000
129,6.3,3.50E+07
101,7,2.00E+07
103,7.4,1.00E+06
119,6.3,1.00E+08
144,7.1,1.50E+08
165,5.7,2.10E+08
154,6.3,1.95E+08
150,6,2.00E+08
87,6.3,3.20E+07
111,6.7,1.50E+07
105,6.8,4.00E+06
114,7.2,NA
92,6.2,4700000
95,7.1,1.40E+08
95,7.2,1300000
86,7,375000
96,7.1,1.10E+07
99,6.9,1.20E+07
115,6.3,2.00E+07
94,5.2,NA
125,6.8,1.70E+08
105,5.5,1.80E+07
121,7,9.20E+07
111,6.8,NA
196,7.2,1.75E+08
90,6.7,2.00E+06
110,7.7,3.80E+07
141,7.2,1.15E+08
121,8,1.30E+07
106,7,9500000
103,5.7,9.00E+06
94,7.3,3.00E+06
90,6.7,1.50E+07
89,7.6,NA
102,6.7,312000
112,8,NA
96,6.5,1.35E+08
100,4.7,7.10E+07
102,5.4,3.00E+06
122,5.2,3.70E+07
101,6.5,1.00E+07
111,7.3,5.00E+05
107,6,1.50E+07
113,6.3,9.20E+07
88,4.8,7.00E+06
90,6.1,6.00E+06
84,5.6,1.00E+06
110,7.1,1.20E+07
96,7.2,8700000
101,6.1,6.00E+07
95,6.2,3209000
116,6.6,6.20E+07
85,8.4,NA
150,7,5.00E+06
113,7.1,2700000
76,5.7,NA
94,4.4,3.00E+07
90,5.1,2.60E+07
106,7.2,7.50E+07
137,7.2,6.50E+07
92,5.4,6.00E+07
98,5.4,2.00E+07
108,6.3,NA
113,6.7,1.80E+07
95,4.1,2.50E+07
86,5.8,2.50E+07
133,7,2.20E+07
88,6.4,7.00E+07
102,6.8,5.00E+07
92,6.6,3.50E+07
97,4.2,9.00E+06
94,6.1,2.00E+07
124,6.7,5.00E+07
91,5.4,3.50E+07
131,8.3,14400000
83,5.7,1.00E+06
111,7.6,1.50E+07
110,2,2.40E+07
83,4.1,2.40E+07
113,6.9,3.00E+07
103,7,4.50E+07
89,4,3.00E+06
98,6.8,1.00E+08
101,6.2,3.50E+07
96,8.3,1.75E+08
124,6.1,6.00E+07
108,7.4,2.50E+07
99,5.5,1.40E+07
97,4.1,1.40E+07
106,7,225000
132,8.2,5.40E+07
99,6.1,3.10E+07
96,4.7,1.00E+07
125,5.7,5.20E+07
76,5.6,3.50E+07
121,7.1,7.50E+07
100,4.5,2.00E+07
104,6.1,2.00E+07
82,3.5,2.00E+07
92,5.1,1.60E+07
141,6.9,6.80E+07
141,6.2,2.30E+07
90,6.6,4.00E+07
106,6.4,1.60E+07
192,7.9,7.00E+06
124,7,NA
125,7.7,1.10E+07
98,6.9,1.70E+07
103,6.5,9.00E+06
124,5.9,7.50E+07
100,6.3,1.00E+07
14,6.2,NA
96,7.2,15500000
110,6,4.00E+07
89,7.3,5952000
97,4.8,3.80E+07
106,5.5,3.00E+07
107,5.4,2.60E+07
104,5.4,9.00E+07
121,7.6,NA
129,6.4,25100000
97,7.1,1.50E+07
97,6.9,7.00E+06
84,7.6,4.00E+06
94,6.8,3.00E+06
108,7.1,2.00E+06
20,6.8,1500000
120,6.7,3.50E+07
153,7.9,2.80E+07
86,6.8,1.00E+06
86,6.2,5.60E+07
126,7.4,1.50E+07
136,6.3,7.00E+07
94,5.3,7.00E+05
98,5.6,NA
110,6.7,7.50E+07
103,6.3,2.50E+07
146,7.2,6.60E+07
116,6.5,1.32E+08
107,5.7,1.00E+07
123,7.3,1.60E+08
114,7.1,1.20E+07
103,6.2,7.00E+06
98,5.3,3.00E+06
98,6.9,3.50E+07
140,8.2,2.50E+07
101,4.6,3.50E+07
94,6.6,15300000
215,7.7,1.30E+08
117,7.8,NA
120,6.9,3.80E+07
134,7.3,2.50E+07
176,6.1,1.75E+08
94,7,2.00E+07
106,6,2.00E+07
118,7,3.70E+07
131,7.1,6.50E+07
96,6.1,2.00E+06
124,7.1,NA
112,7.5,7.00E+06
117,6.9,2.10E+07
124,7.1,7.50E+07
97,7.7,120000
86,6.4,1.20E+07
110,5.2,2.60E+07
88,7.5,8.00E+05
110,7,NA
80,7.1,2.00E+05
152,7.6,6.00E+06
101,7.6,6.00E+06
118,7.8,1.10E+07
118,7.2,NA
94,5.5,4.50E+07
117,6,2.00E+07
105,5.8,2.00E+07
113,7,8.50E+07
101,6.1,3.50E+07
104,5.7,2.50E+07
130,6.6,1.00E+08
87,5.6,5.00E+07
109,5.4,NA
110,5.7,4.00E+07
127,6.4,7.00E+07
94,5.5,1.50E+07
92,7.2,1.50E+07
87,5,1.50E+07
89,7.6,1.60E+07
115,6.7,1.50E+07
86,5.4,NA
120,6.8,1.50E+07
107,6.5,2.50E+07
101,6.8,1.00E+08
97,6.3,1.00E+07
111,6.9,1.50E+07
107,8.5,3300000
82,4.4,3.00E+06
109,5.4,3.70E+07
107,6.7,1.40E+07
131,6.4,1.50E+08
101,5.5,1.00E+07
99,5.7,1.00E+07
109,7.2,1.60E+07
129,6.6,3.80E+07
101,5.5,3.50E+07
93,2,7.00E+06
92,7.7,1.00E+06
121,4.4,2.00E+07
113,5.6,1.50E+07
92,5.4,3500000
114,7,3.00E+07
115,7.1,1.50E+07
92,5.6,3.00E+07
100,5.9,NA
98,6.9,8.00E+06
115,6.5,2.00E+07
106,4.8,1.70E+08
100,6.2,2.20E+07
89,7.8,3.00E+06
98,6.3,3.10E+07
95,5.6,2.40E+07
153,6,1.15E+08
100,4.1,3.00E+07
104,6,1.50E+07
63,7.3,3.00E+07
100,7.2,2.00E+06
118,6.2,6.00E+07
98,6.4,3500000
106,6.7,6.00E+06
98,5.7,2.00E+06
95,5.9,1.90E+07
117,7.2,2.50E+07
87,3.2,4700000
97,3.1,7500000
112,7.4,1.20E+07
125,6.2,7.00E+07
91,5.3,1.80E+07
109,7.3,1.10E+07
92,5.3,8.00E+06
94,6.9,NA
111,6.4,3660000
121,6.4,NA
107,7.4,5.50E+07
104,6.6,5.00E+06
84,3.8,1.30E+07
215,8.1,6.00E+05
94,7.4,NA
99,6.9,NA
129,6,6.30E+07
123,7,1.90E+08
99,5.8,1.50E+08
101,7.8,1.65E+08
88,7.4,1.00E+06
84,6.1,12600000
212,6.6,6.30E+07
104,7.4,7.50E+07
119,6.7,1.50E+08
144,7.3,1.78E+08
149,8,2.00E+08
132,7.8,1.60E+08
104,6.8,2.10E+08
132,5.8,7.00E+07
101,4.3,8.70E+07
100,4.9,6.00E+07
160,6.9,NA
132,6.6,1.20E+07
100,6.9,1.00E+06
104,6.8,7.00E+07
89,5.4,2500000
88,4.8,5.00E+06
80,4.6,8.00E+07
119,6.5,6.50E+07
105,5.8,2.00E+07
111,7.7,1200000
113,5.5,9.00E+07
95,3.5,8.00E+06
93,6.5,4.00E+06
117,6.9,9500000
98,6.3,2.20E+07
110,5.6,5.40E+07
94,6.3,1.20E+07
106,8,2800000
107,6.8,1.30E+07
109,6.8,1.80E+07
102,5.6,49900000
90,6.7,125000
111,7.2,2500000
90,6.5,1.80E+07
101,6.6,2.40E+07
83,5.8,2.00E+07
101,6.1,6.50E+07
157,7.4,4.00E+07
116,7,5.00E+06
103,5.7,4500000
89,5.1,5.00E+05
162,7.7,6.50E+07
88,7.7,23600000
102,5.2,8.00E+07
90,6.6,2.80E+07
102,4.8,5.00E+07
83,4.2,3.50E+07
110,6.7,1.60E+07
